name,artist,url,release_date,added_at,created_at
Don't interrupt the Sorrow - Live Masterlink Sessions,"[""Redtenbacher's Funkestra"", 'Rumer']",https://open.spotify.com/album/6rnau1fuQG1P1O3oNxbkns,2023-04-14,2023-05-09,2023-07-31
Careless Whisper,"['Scary Pockets', 'Elise Trouw']",https://open.spotify.com/album/27vCsMoc9uJARpARD69ayB,2023-04-10,2023-05-09,2023-07-31
Until The End,Various Artists,https://open.spotify.com/album/0OR9LHwVKfeRjkHxcDm1mc,2022-12-30,2023-05-09,2023-07-31
You Remember,Various Artists,https://open.spotify.com/album/0OR9LHwVKfeRjkHxcDm1mc,2022-12-30,2023-05-09,2023-07-31
A Dazzling Season,Various Artists,https://open.spotify.com/album/0OR9LHwVKfeRjkHxcDm1mc,2022-12-30,2023-05-09,2023-07-31
Prelude To The Glory,Various Artists,https://open.spotify.com/album/0bt1BOedK4Rmq0FgNKLPux,2023-03-10,2023-05-09,2023-07-31
Naomi,Leon Bridges,https://open.spotify.com/album/15UQ2i9tFgP1VL24O3aBvM,2018-05-23,2023-05-09,2023-07-31
It’s Fine,Bethany Cosentino,https://open.spotify.com/album/5cWGHnWOhetbCvCAhyYSSA,2023-05-03,2023-05-09,2023-07-31
We Were Never Really Friends,Bruno Major,https://open.spotify.com/album/2S7z1CuntMrp5YhDvVRQA9,2023-05-05,2023-05-09,2023-07-31
オテテツナイデ,森 大翔,https://open.spotify.com/album/3yjp1MxsgIgBbQM4wWjUrt,2023-04-28,2023-05-09,2023-07-31
GO,gb,https://open.spotify.com/album/4NVFXN8Hzc53QPggvt7Hb3,2023-04-26,2023-05-09,2023-07-31
笑い話 -A Funny Story-,Sean Oshima,https://open.spotify.com/album/37tFQhmITvrC6c9m8KqIGY,2023-04-26,2023-05-09,2023-07-31
Mundo,IV Of Spades,https://open.spotify.com/album/2p6QlBCrnKwUFC0wPN1kfV,2018-02-14,2023-05-09,2023-07-31
Glad U Came,Jason Derulo,https://open.spotify.com/album/2H37NHuufU0kkwLhMwhdLj,2023-04-27,2023-05-10,2023-07-31
american jesus,Nessa Barrett,https://open.spotify.com/album/7D970R6nLDmuw6XlpsceFW,2023-04-28,2023-05-10,2023-07-31
Mann Mera,"['Talha Eren', 'Syrus Inc']",https://open.spotify.com/album/57EdVAPDFT7sRrndFBRzUf,2012-12-21,2023-05-10,2023-07-31
Love War (Feat. BE'O),YENA,https://open.spotify.com/album/3gWIe0cTPYqrI8xIYHjten,2023-01-16,2023-05-10,2023-07-31
残り香,4na,https://open.spotify.com/album/46IA6aRffDazq6EGVHpqpn,2023-01-18,2023-05-10,2023-07-31
"Ikaw Lang, Sa Habang Buhay",Chad Borja,https://open.spotify.com/album/0z93KswZ6CzxmatX9FfXrp,2013-05-10,2023-05-11,2023-07-31
Fireflies,"['Alex Siegel', 'THE CHARM PARK']",https://open.spotify.com/album/18ySa8DHfx8sHInKuVpcx8,2023-05-10,2023-05-15,2023-07-31
Past Tense,Emily James,https://open.spotify.com/album/3Q0rCmmd15fTphQjomze1X,2023-05-12,2023-05-15,2023-07-31
Sweet Lime,Muroki,https://open.spotify.com/album/3Pln4xc6dhRPT9s0W1GHoT,2023-05-11,2023-05-15,2023-07-31
Wavy,Muroki,https://open.spotify.com/album/7tGgJnG1fE4Mm9EByGCeqk,2021-02-25,2023-05-15,2023-07-31
From The Start,Laufey,https://open.spotify.com/album/1BOZNMzXTIkz8nUfGCxfpe,2023-05-11,2023-05-15,2023-07-31
Different 'Round Here,Riley Green,https://open.spotify.com/album/1FkgWqBfOH8VaaiG8PRGxX,2023-05-11,2023-05-15,2023-07-31
"Three Two, One - LP23",HIRAIDAI,https://open.spotify.com/album/4nlLn9bbCipFARu5OcRyti,2023-05-07,2023-05-15,2023-07-31
me+you - LP23,HIRAIDAI,https://open.spotify.com/album/4nlLn9bbCipFARu5OcRyti,2023-05-07,2023-05-15,2023-07-31
Things I Never Told You,Parker McCollum,https://open.spotify.com/album/4i3ay5RKpdmJok8zazCdlf,2023-05-12,2023-05-15,2023-07-31
Tails I Lose,Parker McCollum,https://open.spotify.com/album/4i3ay5RKpdmJok8zazCdlf,2023-05-12,2023-05-15,2023-07-31
Have Your Heart Again,Parker McCollum,https://open.spotify.com/album/4i3ay5RKpdmJok8zazCdlf,2023-05-12,2023-05-15,2023-07-31
Miracle,Jonas Brothers,https://open.spotify.com/album/7aq7a226T631f2w1Vs1vXx,2023-05-12,2023-05-15,2023-07-31
Americana,Jonas Brothers,https://open.spotify.com/album/7aq7a226T631f2w1Vs1vXx,2023-05-12,2023-05-15,2023-07-31
Summer Baby,Jonas Brothers,https://open.spotify.com/album/7aq7a226T631f2w1Vs1vXx,2023-05-12,2023-05-15,2023-07-31
moon,iri,https://open.spotify.com/album/4iEtXGDpfraVH7Srme6iqD,2023-05-10,2023-05-15,2023-07-31
声を,kariyushi58,https://open.spotify.com/album/1Lj1rizXQgdVHSnulszmgZ,2023-05-08,2023-05-16,2023-07-31
アレキシサイミアスペア,Ling tosite sigure,https://open.spotify.com/album/2aqEPOonU6GGvuxJjVR5tr,2023-05-10,2023-05-16,2023-07-31
The Day,kiki vivi lily,https://open.spotify.com/album/4uvGUceoRnjw0y9LpbyBiz,2023-05-10,2023-05-16,2023-07-31
星喫茶店,kiki vivi lily,https://open.spotify.com/album/4uvGUceoRnjw0y9LpbyBiz,2023-05-10,2023-05-16,2023-07-31
Who the Hell Is Edgar?,"['TEYA', 'SALENA']",https://open.spotify.com/album/0Pc0YjphyuqsZbeHJq7AJ0,2023-03-08,2023-05-17,2023-07-31
Goodbye day,Kiyotaka Sugiyama,https://open.spotify.com/album/0AyXD1nuTnpsKBlf3CCikN,2023-05-10,2023-05-17,2023-07-31
Takes After You,ERNEST,https://open.spotify.com/album/1wLYS5lFasLJ9By9Khyi8K,2023-05-10,2023-05-17,2023-07-31
Winona,Yoke Lore,https://open.spotify.com/album/2cwVHZrQ0eaaiUhCxW7glA,2023-05-11,2023-05-17,2023-07-31
Maybe Next Time,Jamie Miller,https://open.spotify.com/album/6oGzvyilFapjThmlJPJKiW,2023-05-10,2023-05-17,2023-07-31
OK,Jeremy Zucker,https://open.spotify.com/album/15kgnv34kf8eRCpNWZl79V,2023-05-12,2023-05-17,2023-07-31
If We Were Vampires (feat. Wesley Schultz) - Spotify Singles,Noah Kahan,https://open.spotify.com/album/6WdZ6j0Mm6fOzpyHXKx8PP,2023-05-10,2023-05-17,2023-07-31
You Don’t Want That Smoke,Bailey Zimmerman,https://open.spotify.com/album/19DGbjQW4oJmS1TLmr7OH3,2023-05-12,2023-05-17,2023-07-31
愛してた(feat.れん),"['Naoto Inti Raymi', 'Ren']",https://open.spotify.com/album/0oeFfl5KVoC0EdDQisDLlt,2023-05-17,2023-05-18,2023-07-31
Breaking My Heart,Reiley,https://open.spotify.com/album/4F56jP5yIlOGBCL8NJBizD,2023-01-19,2023-05-18,2023-07-31
ビリミリオン,Yuuri,https://open.spotify.com/album/3dsbKkYZTyhuN3W3aSBHcu,2023-01-19,2023-05-18,2023-07-31
Sober,Hunter Hayes,https://open.spotify.com/album/3Uk1j4TxLk0ylBR4k8icmp,2023-01-18,2023-05-18,2023-07-31
Ashley,Zolita,https://open.spotify.com/album/1yPpGluI3skIgOBVxJtXPA,2023-01-18,2023-05-18,2023-07-31
Lowkey,Arthur Miguel,https://open.spotify.com/album/5O4LBXru8Co021j3DvpYrB,2023-05-26,2023-05-29,2023-07-31
Hangin,Yno,https://open.spotify.com/album/5jAjRvwwg4LL2ZKDNAfZ7Y,2021-11-08,2023-05-29,2023-07-31
君は言うかな,tonun,https://open.spotify.com/album/2RH9084rMEQaLhFSIeEHny,2023-05-24,2023-05-30,2023-07-31
Never Not,Lauv,https://open.spotify.com/album/6smxm51Ys22ULtICU8Oth8,2018-05-30,2023-05-30,2023-07-31
RUNAWAY,OneRepublic,https://open.spotify.com/album/1ZltEbn50sQMxoD5TvbNXe,2023-05-26,2023-05-30,2023-07-31
Real Estate,Surfaces,https://open.spotify.com/album/5WKqEnCQgZi0Cf3bC7vWwx,2023-05-26,2023-05-30,2023-07-31
When I'm Gone,"['Johnny Orlando', 'Ali Gatie']",https://open.spotify.com/album/2G6TE8tQJBuQdzK05gY9W2,2023-05-26,2023-05-30,2023-07-31
Nagisa,imase,https://open.spotify.com/album/1AtPpQ0av1ugXZ1QhjMQkK,2023-05-26,2023-05-30,2023-07-31
Sleep Well,d4vd,https://open.spotify.com/album/3rrrTOHiXGzuW4FP7t0O1A,2023-05-26,2023-05-30,2023-07-31
Here With Me,d4vd,https://open.spotify.com/album/3rrrTOHiXGzuW4FP7t0O1A,2023-05-26,2023-05-30,2023-07-31
Middle Ground,Maroon 5,https://open.spotify.com/album/5jmEjw5krglNmuEy45URZT,2023-05-19,2023-05-30,2023-07-31
If a tree falls in love with a river,Lau Noah,https://open.spotify.com/album/7d7i83habEq2mjMRedGKWK,2023-05-19,2023-05-30,2023-07-31
Will You Stay (His Version),"['From The Sea', 'Morissette', 'Dave Lamar']",https://open.spotify.com/album/65oaEUJftB5qfTaa2ExDcK,2023-05-19,2023-05-30,2023-07-31
Dive - Acoustic,Olivia Dean,https://open.spotify.com/album/09x7U9AfNCDOjY0GgB1fr4,2023-05-19,2023-05-30,2023-07-31
Tragic Magic - Dream Version,"['SYML', 'Hayden Calnin']",https://open.spotify.com/album/4iJYb3HLJXRsmJHCLFq6Xt,2023-05-19,2023-05-30,2023-07-31
Forget Me,Lewis Capaldi,https://open.spotify.com/album/0ECSyPejfD7oL95dD3jgoi,2023-05-19,2023-05-30,2023-07-31
Pointless,Lewis Capaldi,https://open.spotify.com/album/0ECSyPejfD7oL95dD3jgoi,2023-05-19,2023-05-30,2023-07-31
Burning,Lewis Capaldi,https://open.spotify.com/album/0ECSyPejfD7oL95dD3jgoi,2023-05-19,2023-05-30,2023-07-31
Any Kind Of Life,Lewis Capaldi,https://open.spotify.com/album/0ECSyPejfD7oL95dD3jgoi,2023-05-19,2023-05-30,2023-07-31
Leave Me Slowly,Lewis Capaldi,https://open.spotify.com/album/0ECSyPejfD7oL95dD3jgoi,2023-05-19,2023-05-30,2023-07-31
How This Ends,Lewis Capaldi,https://open.spotify.com/album/0ECSyPejfD7oL95dD3jgoi,2023-05-19,2023-05-30,2023-07-31
All Things End,Hozier,https://open.spotify.com/album/09gUFQ3fFjCHuhv1ab99Ce,2023-05-19,2023-05-30,2023-07-31
Favorite Peeps,Prateek Kuhad,https://open.spotify.com/album/6C2VRR7GTljLTkakd8EZ1N,2023-05-19,2023-05-30,2023-07-31
Co2,Prateek Kuhad,https://open.spotify.com/album/6C2VRR7GTljLTkakd8EZ1N,2023-05-19,2023-05-30,2023-07-31
Just A Word,Prateek Kuhad,https://open.spotify.com/album/6C2VRR7GTljLTkakd8EZ1N,2023-05-19,2023-05-30,2023-07-31
Drown,Prateek Kuhad,https://open.spotify.com/album/6C2VRR7GTljLTkakd8EZ1N,2023-05-19,2023-05-30,2023-07-31
The Last Time,Prateek Kuhad,https://open.spotify.com/album/6C2VRR7GTljLTkakd8EZ1N,2023-05-19,2023-05-30,2023-07-31
Bloom,Prateek Kuhad,https://open.spotify.com/album/6C2VRR7GTljLTkakd8EZ1N,2023-05-19,2023-05-30,2023-07-31
Hopelessly,Prateek Kuhad,https://open.spotify.com/album/6C2VRR7GTljLTkakd8EZ1N,2023-05-19,2023-05-30,2023-07-31
I Never Knew,Prateek Kuhad,https://open.spotify.com/album/6C2VRR7GTljLTkakd8EZ1N,2023-05-19,2023-05-30,2023-07-31
All I Need - acoustic,Prateek Kuhad,https://open.spotify.com/album/6C2VRR7GTljLTkakd8EZ1N,2023-05-19,2023-05-30,2023-07-31
コハルビヨリ,ERWIT,https://open.spotify.com/album/6ZJiQK3EF2ra1WqFaeX6qz,2023-05-24,2023-05-31,2023-07-31
ラストシーン,GLIM SPANKY,https://open.spotify.com/album/2HwNyfPBEHlxYmeou5UsUs,2023-05-26,2023-05-31,2023-07-31
在夜市再見,Cody・Lee(李),https://open.spotify.com/album/4T8JGSQyzpRN9LclQj3ki5,2023-05-26,2023-05-31,2023-07-31
GREENAPPLE,4na,https://open.spotify.com/album/6X8QNNJt97xmpXIpurPXLD,2023-05-24,2023-05-31,2023-07-31
DISCO PARADISE,"['Fedez', 'Annalisa', 'Articolo 31']",https://open.spotify.com/album/3DIE5BHMhtSsi38Nhi1z4e,2023-05-25,2023-05-31,2023-07-31
Carmen,Olivia Dean,https://open.spotify.com/album/1aP9KMdu0cT2JbgAQSNwhR,2023-05-26,2023-05-31,2023-07-31
How It Looks From Here,Conner Smith,https://open.spotify.com/album/2xjT6X1tTBsuwjMFU8KrME,2023-05-26,2023-05-31,2023-07-31
Cazzualidades,Christian Nodal,https://open.spotify.com/album/26V8oCj2Lxs2tLemL0Xf3g,2023-05-25,2023-05-31,2023-07-31
Goodbye’s Kickin’ In,Brothers Osborne,https://open.spotify.com/album/0aoHbXtMcuzHSOaukOaT9G,2023-05-26,2023-05-31,2023-07-31
Potential,ROSIE,https://open.spotify.com/album/6E7of8enDnsOuZVFD0oYmK,2023-05-26,2023-05-31,2023-07-31
On The Boat Again,Jake Owen,https://open.spotify.com/album/6LtL98cBCxazlIvLsk40UE,2023-05-26,2023-05-31,2023-07-31
Queen of New York City,Matchbox Twenty,https://open.spotify.com/album/2pEYh3VNKgM40c6UMiLhbV,2023-05-26,2023-05-31,2023-07-31
Columbo,Bruno Major,https://open.spotify.com/album/6DW1K4bAZPcJHzCW17pAnP,2023-05-23,2023-05-31,2023-07-31
you don't love me anymore,Cat Burns,https://open.spotify.com/album/2O5GUvgsw90TPr0ZkXyvRF,2023-05-26,2023-05-31,2023-07-31
These Four Walls,Khamari,https://open.spotify.com/album/01bSLjnn8QGscvuDqccWFd,2023-05-26,2023-05-31,2023-07-31
Booorn!!,Tempalay,https://open.spotify.com/album/5EQ83ifAXP6CnqWmb4oZm3,2023-05-31,2023-06-01,2023-07-31
A Day With You,Amiel Sol,https://open.spotify.com/album/2km55Qo7l15NEhsyzQtTWp,2020-06-26,2023-06-03,2023-07-31
Dear 4am,Nicole Abuda,https://open.spotify.com/album/1RiL0vIb0Mwb4sgMsIvCTf,2023-03-17,2023-06-03,2023-07-31
Show Yourself To Me,Sam Benwick,https://open.spotify.com/album/4kppOA6hQkDjnAyE45Oy2Y,2022-10-28,2023-06-03,2023-07-31
Habang Buhay,Sarah Geronimo,https://open.spotify.com/album/6ClLXgzdIzd2UXCqn1Lql9,2023-03-01,2023-06-03,2023-07-31
Bright.,Annie Lux,https://open.spotify.com/album/6WjJ87R2o77iHX3cgEoVZq,2020-03-05,2023-06-03,2023-07-31
Alitaptap,Matt Wilson,https://open.spotify.com/album/63v49wfOqvf4Z0NCMRtV1F,2023-01-20,2023-06-03,2023-07-31
Pa'No Kung,Kyle Raphael,https://open.spotify.com/album/6TtrYSjrvN7401ab0EWb4J,2020-07-31,2023-06-03,2023-07-31
Baka Naman,Marielle Belleza,https://open.spotify.com/album/5eEdonL2kc9h5oN63EbpjQ,2022-06-03,2023-06-03,2023-07-31
Back Home,The Juans,https://open.spotify.com/album/5S5t8D3myCSNNDg2dcuHHU,2023-04-28,2023-06-03,2023-07-31
Théâtre d'ombres chinois,Biba Dupont,https://open.spotify.com/album/3kETmI9Xttgf1MqAv7Xgig,2020-05-01,2023-06-06,2023-07-31
Home full of solipsism,Biba Dupont,https://open.spotify.com/album/6lO17gFILD6VAk71WT29dA,2021-10-08,2023-06-06,2023-07-31
Mar De Ardora,Biba Dupont,https://open.spotify.com/album/0CFCDknzl9INAM2calrwlB,2020-12-11,2023-06-06,2023-07-31
Equinox,Biba Dupont,https://open.spotify.com/album/6UfthWuxSfrMSctCXGhVnP,2023-05-19,2023-06-06,2023-07-31
Serán,Biba Dupont,https://open.spotify.com/album/7rfwsqw6rBpkZ1z3ROAoYS,2021-02-19,2023-06-07,2023-07-31
Loopholes,Biba Dupont,https://open.spotify.com/album/1pQLmDUih1YxJvoGF37Rzl,2022-05-20,2023-06-07,2023-07-31
Buy My Round,"['Nathaniel Rateliff & The Night Sweats', 'Nathaniel Rateliff']",https://open.spotify.com/album/2R49Epd53NfwBsHuPO9PZu,2023-06-02,2023-06-08,2023-07-31
Dear 4am,Nicole Abuda,https://open.spotify.com/album/5f1iUtAAnohgC4yMJBOAVj,2023-06-02,2023-06-08,2023-07-31
memo,Naoto Inti Raymi,https://open.spotify.com/album/2Lncwd01pdTfZ7UeUdq2J1,2023-06-07,2023-06-08,2023-07-31
This Town's Been Too Good To Us,Dylan Scott,https://open.spotify.com/album/1QVjRGmRPZIbdlL22aUmol,2023-06-02,2023-06-08,2023-07-31
Can't Have Mine (Find You A Girl),Dylan Scott,https://open.spotify.com/album/1QVjRGmRPZIbdlL22aUmol,2023-06-02,2023-06-08,2023-07-31
Lay Down With You,Dylan Scott,https://open.spotify.com/album/1QVjRGmRPZIbdlL22aUmol,2023-06-02,2023-06-08,2023-07-31
Nobody,Dylan Scott,https://open.spotify.com/album/1QVjRGmRPZIbdlL22aUmol,2023-06-02,2023-06-08,2023-07-31
Grain of Sand,Lim Young Woong,https://open.spotify.com/album/1Sf3c8MEe4cXaxZzOKgnhc,2023-06-05,2023-06-09,2023-07-31
Tera Ghata,Gajendra Verma,https://open.spotify.com/album/7nRsCQuIFeFwO8fcQ5mRlH,2018-06-24,2023-06-09,2023-07-31
ぼくたちダイナソー,SANABAGUN.,https://open.spotify.com/album/1jAnWzzIR9MAK8hS4vBfEW,2023-05-31,2023-06-09,2023-07-31
Passione,WONK,https://open.spotify.com/album/1Lwc4869UaEXBv52G5yuUF,2023-06-01,2023-06-09,2023-07-31
Munafik,Ziva Magnolya,https://open.spotify.com/album/3yUBpUAsQeuAu9R86wiukG,2022-07-29,2023-06-10,2023-07-31
Memories,"['YonYon', '80KIDZ']",https://open.spotify.com/album/1LFsYAdTCOiRikGCcfavgh,2023-05-24,2023-06-11,2023-07-31
Glad I'm Not Alone,"['Victor Franco', 'Lawrence']",https://open.spotify.com/album/1uShIHkLCBBhLmH0KIXU2R,2023-06-09,2023-06-12,2023-07-31
Fly Me To The Moon,stories,https://open.spotify.com/album/43RNZVrijTQjQuVL744f1Q,2022-10-12,2023-06-12,2023-07-31
My Stupid Heart - Mi Pobre Corazon,Walk off the Earth,https://open.spotify.com/album/3dmsMK66JcTGZbWEZJRusw,2023-06-09,2023-06-12,2023-07-31
Big Dipper,Blue Wednesday,https://open.spotify.com/album/42j4Ezj6JH2FDst2bjwyzZ,2023-06-06,2023-06-12,2023-07-31
All of Us,SYML,https://open.spotify.com/album/3z0jBfBhMDEz9xlE4uJojI,2023-06-09,2023-06-12,2023-07-31
Wrong Hands,Emotional Oranges,https://open.spotify.com/album/4v5bS7FUVnI04SH8JIZOh5,2023-06-09,2023-06-13,2023-07-31
君は1000% feat. ミズノマリ (from paris match),PAPER MOON PROJECT,https://open.spotify.com/album/3owjP8KGMy2LE1alSWSQSI,2023-06-07,2023-06-13,2023-07-31
素顔,上野大樹,https://open.spotify.com/album/2M5s6wyffjTUPYv1dNqxBj,2023-06-03,2023-06-14,2023-07-31
RIDE ON TIME,BENI,https://open.spotify.com/album/766EKF6WGGzivgxfk29kH3,2023-06-07,2023-06-14,2023-07-31
1R DISCO,Cody・Lee(李),https://open.spotify.com/album/09y6qexkReJUWn9Q7kr67W,2023-06-07,2023-06-14,2023-07-31
Melody,Asilo,https://open.spotify.com/album/7n7NeeUnOfC69da5ut9p2U,2023-06-07,2023-06-14,2023-07-31
琥珀,NIKO NIKO TAN TAN,https://open.spotify.com/album/6v0lKNwsubljn75IXQRvhe,2023-06-07,2023-06-14,2023-07-31
Over The Moon,Eddie Benjamin,https://open.spotify.com/album/1ZffRASy91eeruaNOasuJ4,2023-06-09,2023-06-16,2023-07-31
WET WHITE TEE SHIRT (SIDE A),UPSAHL,https://open.spotify.com/album/00YldAKY4lZ1LNjb4qyVJ9,2023-06-09,2023-06-16,2023-07-31
Outlaw in Me,Colby Acuff,https://open.spotify.com/album/0isB8xO9YoDZjpY8VGlkMR,2023-06-09,2023-06-16,2023-07-31
Big Mistake,LAVI$H,https://open.spotify.com/album/2DCU3YNuwMQEJo6mgzK3hK,2023-06-07,2023-06-16,2023-07-31
People,Jervis Campbell,https://open.spotify.com/album/5zPrA7uJDrNEfqCTlaZiPD,2023-06-09,2023-06-16,2023-07-31
When You're Here,Albin Lee Meldau,https://open.spotify.com/album/3OyXog4wg8Zb6nW6QjndBl,2023-06-08,2023-06-16,2023-07-31
Blink,Chase Matthew,https://open.spotify.com/album/5p1dDu2h83DMOPi9ULbqts,2023-06-09,2023-06-16,2023-07-31
How Do I Love Again,Rowan Drake,https://open.spotify.com/album/1NnDilXBFyACjOuXOvY7Z7,2023-06-09,2023-06-16,2023-07-31
Elevated Heartbreak,jxdn,https://open.spotify.com/album/2IAhYPxUgFVgKqLVzQV2By,2023-06-08,2023-06-16,2023-07-31
Take Me Out,Carrie Underwood,https://open.spotify.com/album/6sJh3uH5blwXur99LVe2pQ,2023-06-09,2023-06-16,2023-07-31
Cheat (feat. JoJo),"['Mahalia', 'JoJo']",https://open.spotify.com/album/249LVBE0PeIQJfuUXepYfw,2023-06-08,2023-06-16,2023-07-31
If You Were Mine,"['Miranda Lambert', 'Leon Bridges']",https://open.spotify.com/album/0FrbfHvjj5olr9w7dUeDrZ,2023-06-06,2023-06-16,2023-07-31
WHAT THE HELL ARE WE DYING FOR ?,Shawn Mendes,https://open.spotify.com/album/0Q7TVHu87oAlkDhQP18QiX,2023-06-09,2023-06-16,2023-07-31
"Your Needs, My Needs",Noah Kahan,https://open.spotify.com/album/1pb3je8gXTs5dpRRTKhHRC,2023-06-09,2023-06-16,2023-07-31
You’re Gonna Go Far,Noah Kahan,https://open.spotify.com/album/1pb3je8gXTs5dpRRTKhHRC,2023-06-09,2023-06-16,2023-07-31
Paul Revere,Noah Kahan,https://open.spotify.com/album/1pb3je8gXTs5dpRRTKhHRC,2023-06-09,2023-06-16,2023-07-31
Call Your Mom,Noah Kahan,https://open.spotify.com/album/1pb3je8gXTs5dpRRTKhHRC,2023-06-09,2023-06-16,2023-07-31
No Complaints,Noah Kahan,https://open.spotify.com/album/1pb3je8gXTs5dpRRTKhHRC,2023-06-09,2023-06-16,2023-07-31
Dial Drunk,Noah Kahan,https://open.spotify.com/album/1pb3je8gXTs5dpRRTKhHRC,2023-06-09,2023-06-16,2023-07-31
もしも、僕がいなくても。 - LP23,HIRAIDAI,https://open.spotify.com/album/4nlLn9bbCipFARu5OcRyti,2023-05-07,2023-06-16,2023-07-31
Burn,Kidsnot$aints.,https://open.spotify.com/album/49NEXSdCRyD2sTcOeLeHIH,2023-06-02,2023-06-16,2023-07-31
Superstitious,Big Time Rush,https://open.spotify.com/album/3bSDWZhx8tem5bR8lbkBlH,2023-06-02,2023-06-16,2023-07-31
Dear Sahana,Sid Sriram,https://open.spotify.com/album/6loqxevzupKX0NfMDfLGBu,2023-06-02,2023-06-16,2023-07-31
whatever - Kids Version,"['Walk off the Earth', 'Luminati Suns']",https://open.spotify.com/album/547eFft40nftcjrYBYYNfR,2023-05-19,2023-06-18,2023-07-31
Wouldn't It Be Nice,"['stories', 'Elise Trouw']",https://open.spotify.com/album/3VfcKgOb0EigPitEK8WiHk,2023-06-09,2023-06-18,2023-07-31
You & I - Piano Version,Diego Gonzalez,https://open.spotify.com/album/2kYcRf5HOl6KpP1KFoSkkL,2023-06-16,2023-06-18,2023-07-31
Promise,Laufey,https://open.spotify.com/album/21QZu3y3ewBQfmehshqMmZ,2023-06-14,2023-06-18,2023-07-31
The Hardest Part (feat. Leon Bridges),Olivia Dean,https://open.spotify.com/album/2deMeM43Oj3TFZjvpHwxUI,2023-06-16,2023-06-18,2023-07-31
how many times,tonun,https://open.spotify.com/album/4QiOFIkalboEAZI1jaDgo1,2023-06-14,2023-06-18,2023-07-31
Can You Believe,Norah Jones,https://open.spotify.com/album/3fPslgpfNqoSGJftQapyZG,2023-06-16,2023-06-18,2023-07-31
Thinking About You,Joël Lobban,https://open.spotify.com/album/4NelTCJY28m6T3AVPXWJ5G,2023-06-16,2023-06-18,2023-07-31
grab my coat,Amie Blu,https://open.spotify.com/album/5zTWqDlUce2QMdaWIvJumc,2023-06-15,2023-06-18,2023-07-31
Run Away!,Moore Kismet,https://open.spotify.com/album/08Euo3LlOwNx8BC7vVdWtY,2023-06-16,2023-06-18,2023-07-31
people don't change - demo,Kamal.,https://open.spotify.com/album/4JhAAJS37dZAD8FfT9Ppd5,2023-06-15,2023-06-18,2023-07-31
エウレカ,natori,https://open.spotify.com/album/1wMuqByMRXmJzCTjmtZfLz,2023-06-21,2023-06-21,2023-07-31
さっぴー,NUUAMM,https://open.spotify.com/album/0KZag1pIV3LHw4BFy1nSRg,2014-12-10,2023-06-21,2023-07-31
毎日幸せさ,never young beach,https://open.spotify.com/album/3yvG3IQ4OQwzw9rxoYzceV,2023-06-21,2023-06-21,2023-07-31
蓮は咲く,never young beach,https://open.spotify.com/album/3yvG3IQ4OQwzw9rxoYzceV,2023-06-21,2023-06-21,2023-07-31
風を吹かせて,never young beach,https://open.spotify.com/album/3yvG3IQ4OQwzw9rxoYzceV,2023-06-21,2023-06-21,2023-07-31
Wonderful Life,HIRAIDAI,https://open.spotify.com/album/3JQPj1uNk62oTh8oB1qsNQ,2023-06-25,2023-06-21,2023-07-31
405,Gracie Abrams,https://open.spotify.com/album/78YYcghEDz2dHRx0EcDGXZ,2023-06-16,2023-06-21,2023-07-31
The Bridge,d4vd,https://open.spotify.com/album/3rrrTOHiXGzuW4FP7t0O1A,2023-05-26,2023-06-21,2023-07-31
TAKING THEM DOWN,HYDE,https://open.spotify.com/album/4SRTjaKlxpG3Y1UKnQaVrU,2023-06-16,2023-06-21,2023-07-31
VULGAR (with Madonna),"['Sam Smith', 'Madonna']",https://open.spotify.com/album/2yKZrKET8g66x3bKPFfmTT,2023-06-09,2023-06-21,2023-07-31
"Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long / FAST X Soundtrack)","['Fast & Furious: The Fast Saga', 'Jimin', 'BTS']",https://open.spotify.com/album/6I0ZEVomYGoOk218KaAlJk,2023-06-15,2023-06-21,2023-07-31
A Year Ago - Acoustic,James Arthur,https://open.spotify.com/album/2iBC3UoXv7ud8aPmgskLtd,2023-05-31,2023-06-21,2023-07-31
Raining In Manila,Lola Amour,https://open.spotify.com/album/3F0QPdZE5LgQuJgSpiWsvy,2023-06-14,2023-06-22,2023-07-31
HATE,Charisma.com,https://open.spotify.com/album/0Q2TYLS5Z1wkglf44HUsnY,2013-07-10,2023-06-22,2023-07-31
Dream We Had,Alex Siegel,https://open.spotify.com/album/2RZVLYruhy81fczA7ivMnZ,2023-06-14,2023-06-22,2023-07-31
Fireflies,Alex Siegel,https://open.spotify.com/album/2RZVLYruhy81fczA7ivMnZ,2023-06-14,2023-06-22,2023-07-31
Don't Wait So Long,Alex Siegel,https://open.spotify.com/album/2RZVLYruhy81fczA7ivMnZ,2023-06-14,2023-06-22,2023-07-31
You're Never Alone,Alex Siegel,https://open.spotify.com/album/2RZVLYruhy81fczA7ivMnZ,2023-06-14,2023-06-22,2023-07-31
You & I,Diego Gonzalez,https://open.spotify.com/album/2kYcRf5HOl6KpP1KFoSkkL,2023-06-16,2023-06-22,2023-07-31
Sugar Magic,tonun,https://open.spotify.com/album/4QiOFIkalboEAZI1jaDgo1,2023-06-14,2023-06-22,2023-07-31
Friday Night,tonun,https://open.spotify.com/album/4QiOFIkalboEAZI1jaDgo1,2023-06-14,2023-06-22,2023-07-31
嘘寝,tonun,https://open.spotify.com/album/4QiOFIkalboEAZI1jaDgo1,2023-06-14,2023-06-22,2023-07-31
